user_screen_name,rank
lulopilato,458
noticiascaracol,459
robdyrdek,460
kc_concepcion,461
jenna_marbles,462
alyankovic,463
chrisdjmoyles,464
samuelljackson,465
skype,466
amandabynes,467
gmail,468
ntvspor,469
syntekoficial,470
narendramodi,471
greenday,472
raffiahmadlagi,473
el_pais,474
myxphilippines,475
vanessahudgens,476
meekmill,477
1victorvaldes,478
granreflexion,479
okanbayulgen,480
drdrew,481
yordirosado,482
danecook,483
hm,484
kendricklamar,485
gabyespino,486
lopezdoriga,487
eddieizzard,488
queenrania,489
karanjohar,490
louisck,491
diegotorres,492
tyrese,493
twittermedia,494
freddyamazin,495
mrpeterandre,496
la_patilla,497
geergen,498
samuelmilby,499
jaketaustin,500
shitmydadsays,501
unclerush,502
ahlam_alshamsi,503
kevinspacey,504
realmadriden,505
sabqorg,506
tfln,507
queenck020589,508
paulpierce34,509
luckymanzano,510
andrealegarreta,511
s_c_,512
alarabiya,513
damnitstrue,514
deboconfesarque,515
schwarzenegger,516
janetjackson,517
frasedesarcasmo,518
dollyparton,519
lala,520
g_higuain,521
rickyrozay,522
thatssarcasm,523
fergie,524
debbyryan,525
dannydevito,526
menshumor,527
johncleese,528
luisnani,529
sarabareilles,530
abc,531
daniellepeazer,532
marthastewart,533
cbsnews,534
petewentz,535
d_degea,536
angelicaksy,537
factsofschool,538
pattiemallette,539
twittermobile,540
ew,541
echofon,542
fonseca,543
ashleesimpson,544
reggiebush,545
lmao,546
luceromexico,547
portalr7,548
gadiiing,549
espinozaoficial,550
ariyoshihiroiki,551
newyorker,552
jaimecamil,553
questlove,554
ymcmb_bw,555
veja,556
fepaesleme,557
jimmyeatworld,558
dahsyatmusik,559
belindapop,560
twittersports,561
tonyhsieh,562
ap,563
bustarhymes,564
juanmata10,565
bclsinclair,566
iamsuperbianca,567
ch14_,568
comedytruth,569
besttextmsgs,570
maddow,571
manomenezes,572
jesseyjoy,573
ithinkthatway,574
realtracymorgan,575
drakebell,576
slash,577
cp3,578
alvarouribevel,579
jk_rowling,580
ana_maria_braga,581
mtvnews,582
muratboz,583
paramore,584
stevecarell,585
danawhite,586
mtvspain,587
nikkigil,588
mundodelarisa,589
bgagliasso,590
jeremyclarkson,591
whennboys,592
rialjorge,593
lavidaenletras,594
1loganhenderson,595
maiteoficial,596
jamesmaslow,597
camilamx,598
algore,599
apriliokevin,600
gleeonfox,601
felipecalderon,602
mindykaling,603
kompascom,604
francodvita,605
ovj_trans7,606
joshdevinedrums,607
lifefacts,608
addthis,609
schofe,610
realpreityzinta,611
alexoficial,612
support,613
myfabolouslife,614
xstrology,615
davidhenrie,616
fenerbahce,617
iyavillania,618
adamschefter,619
alyssa_milano,620
aarbeloa17,621
bernardokath,622
elissakh,623
tiagoleifert,624
shreyaghoshal,625
mustafaceceli,626
djokernole,627
lukebryanonline,628
sertaberener,629
comedyposts,630
djkingassassin,631
xbox,632
pharrell,633
tomdaley1994,634
paulwesley,635
aristoteies,636
greysonchance,637
msdhoni,638
masquepalabras,639
cerati,640
shfly3424,641
globovision,642
deadmau5,643
ashbenzo,644
nike,645
instyle,646
williecolon,647
thexfactorusa,648
markhoppus,649
disneywords,650
yilmazerdogan,651
jasonderulo,652
yengpluggedin,653
themandymoore,654
intel,655
princessyahrini,656
tbambino,657
faroutakhtar,658
joycemeyer,659
nancyajram,660
youtubetrends,661
ntv,662
number10gov,663
hitrecordjoe,664
thatkevinsmith,665
denise_richards,666
madhuridixit,667
jasonsegel,668
germangarmendia,669
burberry,670
thekillers,671
cfkargentina,672
mirandakerr,673
jack,674
ibgdrgn,675
forbes,676
timtebow,677
themichaelowen,678
chrisrock,679
robertsemma,680
jeremypiven,681
wired,682
ryansheckler,683
kuyakim_atienza,684
therealtaraji,685
thevijaymallya,686
tweetdeck,687
wilw,688
realdonaldtrump,689
googleplay,690
arabicbest,691
pbial,692
luischataing,693
nbcthevoice,694
common,695
hhshkmohd,696
kingsthings,697
tareqalsuwaidan,698
princeroyce,699
funnyortruth,700
tiesto,701
brunoierullo,702
joeyessex_,703
felipeneto,704
jhutch1992,705
fayez_malki,706
billmaher,707
vjdaniel,708
pepsi,709
poconggg,710
special1004,711
bradpaisley,712
sneijder101010,713
billsimmons,714
valeyellow46,715
paulaabdul,716
womensweardaily,717
kendrawilkinson,718
paugasol,719
unicef,720
2chainz,721
pitchforkmedia,722
joey7barton,723
filosofiatipica,724
unrevealedfacts,725
montesjulia,726
frasesimple,727
alfredoflores,728
epn,729
ohteenquotes,730
theshilpashetty,731
tonyrobbins,732
adela_micha,733
al_rasekhoon,734
garethbale11,735
carlosvives,736
washingtonpost,737
bellaudya829,738
thearabhash,739
fillwerrell,740
taiocruz,741
juanmansantos,742
skysportsnews,743
desta80s,744
_pedro17_,745
appstore,746
juliaperrez,747
elliegoulding,748
niltakipte,749
firefox,750
pearljam,751
mariashriver,752
chriscolfer,753
jennirivera,754
virendersehwag,755
andy_murray,756
audrinapatridge,757
mbc1tweets,758
fifacom,759
joelosteen,760
iamsteveharvey,761
g1,762
handeyener,763
louisvuitton,764
realpaulwalker,765
relatlonshlp,766
fabioporchat,767
4everbrandy,768
younghollywood,769
leighfrancis,770
thecarlospena,771
ayseozyilmazel,772
paulitachaves,773
littlecbeadles,774
bbcnews,775
drbassemyoussef,776
imvkohli,777
itunestrailers,778
tmz,779
ashleymgreene,780
amrkhaled,781
itsgabrielleu,782
jackybrv,783
bbcclick,784
gemmaannestyles,785
cadieckmann,786
olympics,787
fiirtationship,788
markwright_,789
lfc,790
cocacola,791
luis16suarez,792
fanny_lu,793
greatestquotes,794
lord_voldemort7,795
tedtalks,796
kenandogulu,797
allrisesilver,798
erikadlv,799
ryeong9,800
riteishd,801
someecards,802
gma,803
manuginobili,804
threadless,805
bipsluvurself,806
jerryseinfeld,807
yuvstrong12,808
shawnmichaels,809
adamlambert,810
oscarfilho,811
facufacundo,812
corymonteith,813
iloveruffag,814
feliciaday,815
jbalvin,816
victorious,817
matthewziff,818
toms,819
lopezandres,820
un,821
9gag,822
boakwon,823
hashksa,824
relatablequote,825
nhl,826
susoelpaspi,827
johnbishop100,828
reiatable,829
kattpackallday,830
elbaradei,831
missa_suzy,832
nprnews,833
thelifediaries,834
eluniversal,835
missyelliott,836
jessicacediel,837
msleasalonga,838
robbiewilliams,839
ifilosofia,840
21lva,841
rockstargames,842
chetan_bhagat,843
thesedamnquote,844
letsquotecomedy,845
yalinonline,846
sethmeyers,847
mslaurenlondon,848
mtlovenhoney,849
wikileaks,850
pepatahku,851
etsy,852
newsweek,853
medvedevrussia,854
anupampkher,855
brookeburke,856
therealmikeepps,857
nimbuzz,858
biz,859
guardiantech,860
bigbang_cbs,861
miamiheat,862
jupaesoficial,863
nathanfillion,864
andreasernarcn,865
dilmabr,866
nerdist,867
jamesarthur23,868
mariagadu,869
steveaustinbsr,870
cmpunk,871
mcdonalds,872
imdanielpadilla,873
walkingdead_amc,874
lemontwittor,875
jackwhitehall,876
lauragii,877
dbolina,878
radioleary,879
heffrondrive,880
thedailyshow,881
dedesecco,882
funny_truth,883
thefunnysayings,884
jason_aldean,885
sonakshisinha,886
erinandrews,887
comedyandtruth,888
blakegriffin32,889
mitchelmusso,890
todayshow,891
bobsaget,892
pewdiepie,893
peterfacinelli,894
enews,895
garylineker,896
sandradewi88,897
nikestore,898
khunnie0624,899
macklemore,900
miabuelasabia,901
hitamputiht7,902
heidiklum,903
mrssosbourne,904
twitterfrance,905
rubarrichello,906
javier_alatorre,907
dopestkideverr,908
davidspade,909
thefunnyteens,910
angelicavale,911
shashitharoor,912
kennyhamilton,913
fucktyler,914
pedroalfonsoo,915
imogenheap,916
shitgirlssay,917
twichiste,918
esadolescencia,919
twitterapi,920
frasesmovieses,921
foodnetwork,922
masason,923
davos,924
thebeatles,925
caiocastanheira,926
lemondefr,927
muhammadmorsi,928
monicabrown,929
jeremybieber,930
titirajobintang,931
joan_rivers,932
mcuban,933
eltiempo,934
sportsnation,935
mikevick,936
tarkan,937
thiaguinhocomth,938
lizgillies,939
omar_almulhem,940
paulafernandes7,941
skysports,942
a_bin_mosaad,943
brunodeluca,944
vernondavis85,945
example,946
bobatl,947
pennjillette,948
pokwang27,949
ellemagazine,950
ea,951
xianlimm,952
tedofficialpage,953
therealswizzz,954
cher,955
abcfpll,956
discovery,957
ssantiagosegura,958
geneliad,959
pamyurin,960
kimberlycole1,961
zairana,962
armandmaulana,963
lisasurihani,964
realjohngreen,965
anushkasharma,966
know,967
willylevy29,968
professorgreen,969
neilhimself,970
nathankress,971
thi_alcantara91,972
davidluiz_4,973
eceerken,974
xuxameneghel,975
brozoxmiswebs,976
dynamomagician,977
zoetheband,978
funnyjokebook,979
ladyantebellum,980
annakendrick47,981
gucci1017,982
goodhealth,983
thewanted,984
michaelianblack,985
andreolifelipe,986
cuervotinelli,987
gstephanopoulos,988
lorenzojova,989
venevision,990
lnsanetweets,991
fitrop,992
factsionary,993
pabloalboran,994
sony,995
jimgaffigan,996
transtv_corp,997
teenvogue,998
noynoyaquino,999
alo_oficial,1000
drdre,1001
thescript,1002
comedyortruth,1003
shaymitch,1004
kamuscewek,1005
titi_kamall,1006
samnasri19,1007
googlemaps,1008
noticias24,1009
kylieminogue,1010
itslifefact,1011
gmanews,1012
laradutta,1013
chistetipico,1014
georgelopez,1015
su_gimenez,1016
najibrazak,1017
cortezrafa,1018
saba_t,1019
iamjericho,1020
magicjohnson,1021
tmagazine,1022
twitfakta,1023
marca,1024
trans7,1025
mrsayudewi,1026
ajaydevgn,1027
rolaworld,1028
jujusalimeni,1029
battalalgoos,1030
a_reirse,1031
capricho,1032
leomessi1987,1033
metallica,1034
katedelcastillo,1035
thisisdavina,1036
senjohnmccain,1037
laughbook,1038
kennychesney,1039
edwardnorton,1040
ajenglish,1041
diannaagron,1042
nprpolitics,1043
o0n,14245
gaelgarciab,1044
afinefrenzy,1045
lewishamilton,1046
5sos,1047
jorgeemateus,1048
fltness,1049
ceelogreen,1050
apiada,1051
kathygriffin,1052
iqbaale,1053
gossipgirl,1054
logicademujeres,1055
twitition,1056
stevenash,1057
pbs,1058
ugglytruth,1059
junior_lima,1060
noah_id,1061
elnacionalweb,1062
darealamberrose,1063
silagencoglu,1064
michaelbuble,1065
adelalibinali,1066
craigyferg,1067
gwynethpaltrow,1068
life,1069
pekkan1,1070
djkhaled,1071
adalramones,1072
womenshealthmag,1073
carlos_baute,1074
chriscornell,1075
mcilroyrory,1076
misskatieprice,1077
cnnarabic,1078
theweirdworld,1079
mascherano,1080
mariko_dayo,1081
drewbrees,1082
drose,1083
twittermovies,1084
peladocqcok,1085
youtubeespanol,1086
levarburton,1087
trinarockstarr,1088
tomfelton,1089
hazardeden10,1090
germanpaoloski,1091
zodiacohoy,1092
itsagirithing,1093
fifacom_es,1094
twitter_it,1095
birdman5star,1096
nrjhitmusiconly,1097
guardian,1098
mh_awadi,1099
jetblue,1100
delpotrojuan,1101
emreaydin,1102
dolcegabbana,1103
erescurioso,1104
depechemode,1105
manaoficial,1106
ringgoagus,1107
tyleroakley,1108
tatawerneck,1109
smosh,1110
reikmx,1111
m_galustyan,1112
carocruzosorio,1113
drsanjaygupta,1114
solangeknowles,1115
wweuniverse,1116
williebosshog,1117
raisa6690,1118
el_universal_mx,1119
factsaboutboys,1120
disneypictures,1121
ysl,1122
oscardleon,1123
farrukopr,1124
twittersearch,1125
angelluisr,1126
sammisweetheart,1127
bbcsport,1128
elovera22,1129
raghebalama,1130
shinsfriends,1131
subway,1132
tmcpoldametro,1133
realtonyrocha,1134
stop_q80,1135
timoreilly,1136
duckdynastyae,1137
kaleycuoco,1138
deepakchopra,1139
paulmccartney,1140
ryangosling,1141
nasihatsahabat,1142
sarseh,1143
mustafa_agha,1144
brodyjenner,1145
latingrammys,1146
alex10combr,1147
caracoltv,1148
lostwords_,1149
gisel_la,1150
charlottegshore,1151
urgantcom,1152
rachelzoe,1153
sgeronimo25,1154
ev,1155
michkeegan,1156
yuyacst,1157
ytcreators,1158
derrenbrown,1159
callofduty,1160
vhongx44,1161
leyadolescente,1162
matisyahu,1163
chiste_rapido,1164
williamshatner,1165
muse,1166
steveaoki,1167
mynameisrossa,1168
lottietommo,1169
danisuzuki,1170
omarepps,1171
albertociurana,1172
oisoo,1173
flordelav,1174
ghettochiidren,1175
meridianotv,1176
jamesdrodriguez,1177
gio_antonelli,1178
assihallani,1179
michaelkors,1180
ameliegranata,1181
caldeiraodohuck,1182
glennfredly,1183
actorleeminho,1184
conormaynard,1185
cuneytozdemir,1186
rockinrio,1187
finallymario,1188
billyraycyrus,1189
jharden13,1190
cajadeverdades,1191
nickswisher,1192
acmilan,1193
gnev2,1194
al3raabq8q8,1195
veronica,1196
hamdeensabahy,1197
nikefootball,1198
galisteuoficial,1199
turkialdakhil,1200
globoesporte,1201
henrylau89,1202
mmflint,1203
amrdiab,1204
financialtimes,1205
jacksgap,1206
jaseduckman,1207
jasminevillegas,1208
mikasingh,1209
do3av,1210
luis_fabuloso,1211
eduardosurita,1212
jalvarezflow,1213
xtianbautista,1214
tvrecord,1215
garyvalenciano1,1216
corbuzier,1217
mikethemiz,1218
aline_barros,1219
manutd,1220
cheezburger,1221
celebjuice,1222
janemarielynch,1223
diggy_simmons,1224
hamzanamira,1225
ifrasescitas,1226
nelsonbocaranda,1227
trent_reznor,1228
kilicdarogluk,1229
ufc,1230
jodistamaria,1231
ximenamusic,1232
shanedawson,1233
leopoldolopez,1234
duanereade,1235
sayingsforgirls,1236
pelanzarestart,1237
rebelwilson,1238
diegoluna_,1239
itsmeleighton,1240
jon_favreau,1241
itswillyferrell,1242
giseleofficial,1243
mangeshkarlata,1244
keithurban,1245
dprincessmaja,1246
davidgregory,1247
jensonbutton,1248
woot,1249
tiamowry,1250
larryfitzgerald,1251
bourdain,1252
gordonramsay,1253
stephenasmith,1254
waleedalfarraj,1255
verabrezhneva,1256
boseofficial,1257
terrencej,1258
david_lynch,1259
googlepics,1260
10neto,1261
lafouine78,1262
ozandogulu,1263
axeloficial,1264
darrencriss,1265
kaskus,1266
gadelmaleh,1267
swedishousemfia,1268
luke5sos,1269
britishvogue,1270
nathanthewanted,1271
monsieurdream,1272
lapena,1273
7madms,1274
zodiacfacts,1275
bbcr1,1276
mbc_group,1277
ijustine,1278
pinterest,1279
daraobriain,1280
mpofficial,1281
bismakarisma,1282
marley_ok,1283
hadise,1284
esqtv,1285
undiosescritor,1286
carolineflack1,1287
frenchmontana,1288
earth_pics,1289
aristeguicnn,1290
realronniemagro,1291
pixielott,1292
sethrogen,1293
eahram,1294
safety,1295
museummodernart,1296
buenafuente,1297
ristomejide,1298
amazonmp3,1299
debbouzejamel,1300
gazgshore,1301
dannymasterson,1302
boninho,1303
raywj,1304
romeosantospage,1305
d_copperfield,1306
cravemythoughts,1307
southwestair,1308
timesfashion,1309
ianjamespoulter,1310
hornyfacts,1311
nayarivera,1312
td_deportes,1313
ashanti,1314
cnni,1315
marimoon,1316
santoevandro,1317
aristeguionline,1318
dylansprouse,1319
nicolasmaduro,1320
samantharonson,1321
danimartinezweb,1322
femaletexts,1323
laazcarate,1324
neymarjrsite,1325
hamzawyamr,1326
muz_tv,1327
vivanews,1328
12marcelov,1329
thekatvond,1330
erguacharo,1331
benlandis,1332
neiltyson,1333
ditavonteese,1334
sterlingknight,1335
solennheussaff,1336
menshealthmag,1337
pepatahgombal,1338
h30e,1339
peeweeherman,1340
sebastianrulli,1341
afaaa73,1342
alispagnola,1343
minotadeamor,1344
ilovegeorgina,1345
ereschiste,1346
indraherlambang,1347
chistesorpresa,1348
ti2dj,1349
anggun_cipta,1350
ivankatrump,1351
officialkimora,1352
calum5sos,1353
tinietempah,1354
damnsotrue,1355
marceloadnet0,1356
foofighters,1357
pattonoswalt,1358
luke_brooks,1359
adnanalarour,1360
faktanyaadalah,1361
mittromney,1362
aaronpaul_8,1363
sbtonline,1364
emansangels,1365
vevo,1366
acunilicali,1367
debosuponerque,1368
elizadushku,1369
finnharries,1370
7antov,1371
tedchris,1372
dooce,1373
michael5sos,1374
noticierovv,1375
itsryanbutler,1376
mbc2,1377
consueloduval,1378
intthings,1379
yozdilhurriyet,1380
awkwardmoment,1381
iudica,1382
diaryforteens,1383
univision,1384
indybarends,1385
freddurst,1386
letrasreales,1387
kaj33,1388
zizanrajalawak,1389
howardstern,1390
zackryder,1391
suelesucederque,1392
kp24,1393
vazqueznico,1394
marlonwayans,1395
ayutingting_new,1396
fil0s0fia,1397
imraina,1398
suzeormanshow,1399
thecomedyjokes,1400
heidimontag,1401
awkwardposts,1402
chinasuarez,1403
jhongsample,1404
deenanicolemtv,1405
kevin_nealon,1406
robriggle,1407
exectweets,1408
marisaorth,1409
ndtv,1410
unfollowersme,1411
3ajel_news,1412
pogue,1413
cdcemergency,1414
mirzasania,1415
moonfrye,1416
thetimmcgraw,1417
norkys_batista,1418
rampalarjun,1419
haashoficial,1420
jaysean,1421
homerjsimpson,1422
newtgingrich,1423
mrsannetwist,1424
mario_casas_,1425
grimmers,1426
mrdannyglover,1427
frankieboyle,1428
espndeportes,1429
richardpbacon,1430
itsenriquegil,1431
utadahikaru,1432
artem_klyushin,1433
speakcomedy,1434
alvaromorata,1435
real_babylux,1436
chrisbosh,1437
cutelovemsgs,1438
therealjuicyj,1439
colinmeloy,1440
sharethis,1441
calvinhelin,1442
tomclevz23,1443
itsthesituation,1444
laliespos,1445
comedypics,1446
adidasoriginals,1447
rossr5,1448
billboard,1449
london2012,1450
peteyorn,1451
sabiasundato_o,1452
robcorddry,1453
jamesfrancotv,1454
isarcasmos,1455
russwest44,1456
ustream,1457
anakarylle,1458
gaemgyu,1459
almasryalyoum,1460
haifawehbe,1461
farisf9,1462
marscuriosity,1463
ihatequotes,1464
wanditanara,1465
realmadridarab,1466
mythbusters,1467
greggrunberg,1468
3lchbosaham,1469
corinthians,1470
icecube,1471
therealgokwan,1472
kibeloco,1473
notch,1474
refugees,1475
ystk_yrk,1476
tumblr,1477
billclinton,1478
sexfactsoflife,1479
nickkristof,1480
twtfm,1481
1capplegate,1482
delloutlet,1483
rajonrondo,1484
padmasree,1485
signosfodas,1486
sinanakcil,1487
corybooker,1488
achrisevans,1489
shaheizy_sam,1490
maxenemagalona,1491
amanda_holden,1492
digg,1493
normandesvideos,1494
kevinrose,1495
ariannahuff,1496
sacca,1497
rizzlekicks,1498
amirkingkhan,1499
duttsanjay,1500
calvinklein,1501
michaelphelps,1502
whatsapp,1503
iadorewomen_,1504
booba,1505
mistercbooz,1506
plinero,1507
the_speakmans,1508
tantrikotak,1509
jumpman23,1510
elif_safak,1511
warne888,1512
el_hormiguero,1513
palabrastiernas,1514
colbyodonis,1515
kojiharunyan,1516
rt3arb,1517
reymysterio,1518
smuratdalkilic,1519
notesforgirlz,1520
gloriafperez,1521
elespectador,1522
ajalive,1523
kekepalmer,1524
t_orasudi_ro,1525
elgordoylaflaca,1526
jack_welch,1527
bomanirani,1528
aarondwiaziz,1529
neneleakes,1530
jascurtissmith,1531
international,1532
mermhart,1533
thalitalatief,1534
hughhefner,1535
admiremyquote,1536
thefacts1o1,1537
smghkeek,1538
anncurry,1539
adriesubono,1540
charitywater,1541
pontifex_it,1542
girlnotes,1543
soujorge,1544
stevenbjohnson,1545
sonuniigaam,1546
marcjacobsintl,1547
dhikacungkring,1548
nightline,1549
bmazzeo,1550
mcfc,1551
olaalfares,1552
belalfadl,1553
dennycagur,1554
shymofficiel,1555
chiqui_delgado,1556
penguendergi,1557
marieclaire,1558
guykawasaki,1559
travisbarker,1560
heekmh,1561
liltwist,1562
mrkrudd,1563
unoticias,1564
luckyhongchul,1565
nas,1566
blackberryhelp,1567
sgokbakar,1568
brentspiner,1569
sophiaabrahao,1570
yosrifouda,1571
_felipemelo_,1572
teenagernotes,1573
adventuregirl,1574
lonelyplanet,1575
ayfrase,1576
rayj,1577
druiddude,1578
twilight,1579
gachapinblog,1580
cinemex,1581
carrolltrust,1582
missamychilds,1583
davidarchie,1584
marieltpadilla,1585
elizabethbanks,1586
ingridguimaraes,1587
eseryenenler,1588
najwakaram,1589
smtownglobal,1590
sockington,1591
telemundo,1592
mashirafael,1593
rudecomedian,1594
om,1595
alarabiya_live,1596
rickyrubio9,1597
jdickerson,1598
lizzzuy,1599
