"","ChunkHash","Activation"
"942",10899,-8.01035958891978
"943",10904,-8.01035958891978
"944",10951,-8.01035958891978
"945",10988,-8.01035958891978
"946",11012,-8.01035958891978
"947",11029,-8.01035958891978
"948",11079,-7.98514324602194
"949",11099,-8.01035958891978
"950",11112,-7.97228083616949
"951",11136,-8.01035958891978
"952",11157,-8.01035958891978
"953",11170,-8.01035958891978
"954",11191,-8.01035958891978
"955",11193,-8.01035958891978
"956",11211,-8.01035958891978
"957",11287,-7.92359951121981
"958",11347,-8.01035958891978
"959",11384,-8.01035958891978
"960",11399,-8.01035958891978
"961",11450,-8.01035958891978
"962",11460,-8.01035958891978
"963",11464,-7.9085397159054
"964",11506,-8.01035958891978
"965",11514,-7.97228083616949
"966",11530,-7.98744882764803
"967",11573,-8.01035958891978
"968",11578,-8.01035958891978
"969",11579,-8.01035958891978
"970",11580,-8.01035958891978
"971",11620,-8.01035958891978
"972",11624,-8.01035958891978
"973",11629,-8.01035958891978
"974",11642,-8.01035958891978
"975",11647,-7.98256582504807
"976",11660,-8.01035958891978
"977",11704,-8.01035958891978
"978",11762,-7.9611025483172
"979",11767,-8.01035958891978
